OrderID,Date,Region,Category,UnitPrice,Quantity,Discount,Revenue,Profit,CustomerID
ORD-100631,2023-08-28,Central,Groceries,20.65,2,0.16,41.29,2.45,147
ORD-100645,2023-08-28,East,Apparel,60.15,5,0.11,300.75,27.48,42
ORD-101914,2023-08-28,East,Furniture,367.44,5,0.1,1837.22,543.13,151
ORD-100253,2023-08-29,East,Office Supplies,50.51,4,0.25,202.05,3.99,120
ORD-101144,2023-08-30,South,Office Supplies,45.14,7,0.01,315.97,27.68,379
ORD-101513,2023-08-30,North,Electronics,551.91,2,0.24,1103.83,-36.52,94
ORD-100076,2023-08-30,East,Furniture,312.47,3,0.0,937.42,203.52,282
ORD-100293,2023-08-31,South,Office Supplies,46.71,4,0.0,186.83,28.83,164
ORD-101776,2023-08-31,East,Furniture,292.94,3,0.04,878.81,26.78,395
ORD-101904,2023-09-01,South,Apparel,72.4,4,0.18,289.62,12.61,218
ORD-101068,2023-09-01,South,Groceries,22.55,3,0.2,67.66,5.1,271
ORD-101029,2023-09-01,East,Groceries,20.54,8,0.02,164.34,52.76,204
ORD-101493,2023-09-01,Central,Electronics,365.55,6,0.18,2193.28,24.29,340
ORD-101510,2023-09-01,East,Office Supplies,50.02,1,0.18,50.02,2.07,36
ORD-100486,2023-09-01,Central,Apparel,92.15,8,0.28,737.17,-37.9,335
ORD-100737,2023-09-01,North,Apparel,81.73,11,0.1,899.07,105.32,217
ORD-100370,2023-09-02,North,Groceries,20.04,1,0.13,20.04,1.11,395
ORD-100168,2023-09-02,West,Electronics,354.11,11,0.06,3895.18,1121.17,343
ORD-101770,2023-09-04,North,Office Supplies,37.76,8,0.11,302.07,32.66,25
ORD-100626,2023-09-04,South,Groceries,30.36,8,0.09,242.88,18.49,5
ORD-101899,2023-09-05,South,Apparel,95.43,10,0.28,954.26,186.62,337
ORD-101175,2023-09-05,East,Office Supplies,55.74,11,0.3,613.11,32.13,188
ORD-101141,2023-09-05,South,Office Supplies,32.39,8,0.28,259.1,-0.59,272
ORD-100198,2023-09-05,South,Electronics,552.29,9,0.13,4970.63,863.2,185
ORD-101781,2023-09-05,North,Groceries,24.22,6,0.16,145.34,18.75,283
ORD-101159,2023-09-06,North,Electronics,608.42,5,0.12,3042.11,211.74,188
ORD-101977,2023-09-07,West,Electronics,376.98,8,0.25,3015.83,197.9,251
ORD-101329,2023-09-07,East,Groceries,21.87,2,0.18,43.74,10.87,80
ORD-101973,2023-09-07,Central,Groceries,34.15,11,0.1,375.61,36.21,364
ORD-101646,2023-09-08,West,Groceries,18.76,5,0.13,93.8,15.0,254
ORD-100196,2023-09-08,North,Office Supplies,40.41,1,0.19,40.41,-0.62,55
ORD-101710,2023-09-08,Central,Apparel,56.58,9,0.24,509.23,58.17,106
ORD-101371,2023-09-08,South,Electronics,331.26,10,0.03,3312.56,547.32,185
ORD-101792,2023-09-08,West,Electronics,540.02,6,0.01,3240.11,779.85,178
ORD-100990,2023-09-08,North,Groceries,19.39,8,0.26,155.15,15.94,48
ORD-101356,2023-09-09,East,Groceries,23.24,3,0.29,69.73,4.23,329
ORD-101591,2023-09-10,Central,Office Supplies,47.4,9,0.03,426.63,45.23,253
ORD-101235,2023-09-10,Central,Electronics,338.65,8,0.09,2709.23,494.51,191
ORD-100138,2023-09-11,North,Apparel,60.14,1,0.23,60.14,2.63,380
ORD-100267,2023-09-11,Central,Apparel,91.62,5,0.06,458.11,49.22,320
ORD-101406,2023-09-11,East,Groceries,34.34,11,0.15,377.73,67.14,177
ORD-101382,2023-09-11,North,Electronics,522.45,1,0.15,522.45,,370
ORD-101311,2023-09-12,North,Apparel,90.45,9,0.17,814.06,114.66,189
ORD-101756,2023-09-12,Central,Furniture,377.73,1,0.22,377.73,86.06,216
ORD-100978,2023-09-14,West,Office Supplies,32.49,2,0.22,64.98,6.46,337
ORD-101362,2023-09-14,East,Apparel,74.48,8,0.19,595.86,130.96,354
ORD-100043,2023-09-16,West,Furniture,293.57,11,0.14,3229.27,573.56,180
ORD-101830,2023-09-17,North,Office Supplies,41.83,9,0.24,376.47,-12.03,83
ORD-101684,2023-09-19,South,Groceries,21.4,8,0.04,171.18,48.49,206
ORD-100520,2023-09-19,South,Office Supplies,40.42,9,0.19,363.8,82.56,274
ORD-101698,2023-09-20,South,Office Supplies,48.21,1,0.05,48.21,13.06,296
ORD-101926,2023-09-20,West,Electronics,397.06,10,0.2,3970.63,268.72,70
ORD-100764,2023-09-21,North,Electronics,463.05,7,0.12,3241.33,585.76,14
ORD-101571,2023-09-21,East,Groceries,26.82,11,0.2,295.0,73.16,135
ORD-101924,2023-09-21,North,Office Supplies,37.35,4,0.03,149.39,13.78,95
ORD-100997,2023-09-21,South,Office Supplies,50.85,8,0.14,406.77,85.08,93
ORD-101772,2023-09-22,Central,Electronics,461.38,9,0.22,4152.39,176.39,18
ORD-100193,2023-09-22,Central,Apparel,82.07,6,0.28,492.43,25.33,155
ORD-100745,2023-09-23,East,Apparel,52.31,6,0.12,313.89,45.5,62
ORD-100052,2023-09-23,South,Office Supplies,43.64,3,0.27,130.92,15.98,299
ORD-100300,2023-09-23,North,Groceries,27.2,3,0.21,81.59,1.51,219
ORD-101051,2023-09-24,North,Apparel,75.71,3,0.17,227.12,16.91,61
ORD-101359,2023-09-24,North,Apparel,72.13,11,0.02,793.44,57.25,229
ORD-100629,2023-09-25,South,Electronics,410.65,4,0.26,1642.61,167.84,270
ORD-101137,2023-09-25,West,Groceries,20.83,10,0.19,208.34,47.27,396
ORD-100062,2023-09-25,South,Electronics,410.15,7,0.16,2871.02,613.95,166
ORD-100200,2023-09-25,East,Apparel,61.61,10,0.01,616.08,148.12,296
ORD-100627,2023-09-26,North,Apparel,86.67,7,0.27,606.67,-39.97,193
ORD-100392,2023-09-26,North,Groceries,34.62,7,0.13,242.35,38.26,223
ORD-101270,2023-09-27,East,Groceries,25.57,8,0.02,204.58,27.77,229
ORD-101966,2023-09-28,South,Furniture,322.95,5,0.11,1614.74,341.0,357
ORD-100908,2023-09-28,West,Office Supplies,36.18,9,0.13,325.64,74.19,285
ORD-100021,2023-09-28,West,Apparel,90.16,1,0.08,90.16,8.6,382
ORD-100331,2023-09-28,East,Electronics,548.91,5,0.19,2744.55,572.39,33
ORD-101150,2023-09-28,West,Electronics,568.48,11,0.1,6253.32,261.37,174
ORD-100067,2023-09-28,West,Electronics,427.61,2,0.12,855.22,237.78,62
ORD-101936,2023-09-29,South,Furniture,400.16,9,0.09,3601.48,985.68,142
ORD-101043,2023-09-29,Central,Groceries,34.94,4,0.18,139.77,6.38,221
ORD-101863,2023-09-29,North,Apparel,64.91,7,0.28,454.39,68.88,229
ORD-100575,2023-09-30,North,Furniture,236.91,2,0.16,473.83,82.09,308
ORD-101267,2023-09-30,East,Apparel,88.25,7,0.26,617.77,77.29,176
ORD-100373,2023-09-30,West,Electronics,503.16,3,0.12,1509.48,95.63,5
ORD-101856,2023-10-01,West,Office Supplies,34.53,3,0.2,103.6,1.75,388
ORD-100497,2023-10-01,East,Apparel,64.01,9,0.27,576.06,71.32,211
ORD-100769,2023-10-02,West,Office Supplies,48.9,2,0.02,97.79,27.27,226
ORD-100912,2023-10-02,Central,Groceries,26.76,6,0.19,160.55,24.42,64
ORD-101771,2023-10-03,West,Furniture,332.43,4,0.22,1329.71,122.39,339
ORD-101747,2023-10-03,North,Office Supplies,42.72,1,0.27,42.72,-1.67,310
ORD-101717,2023-10-04,Central,Office Supplies,51.54,10,0.03,515.36,129.18,314
ORD-101944,2023-10-05,South,Office Supplies,38.71,6,0.09,232.28,14.05,35
ORD-100378,2023-10-05,East,Office Supplies,34.06,7,0.12,238.41,34.93,111
ORD-100633,2023-10-05,West,Furniture,224.94,10,0.19,2249.37,326.89,337
ORD-101284,2023-10-06,North,Groceries,32.18,1,0.15,32.18,7.52,221
ORD-100187,2023-10-06,Central,Groceries,26.78,9,0.12,241.05,22.77,157
ORD-101592,2023-10-07,West,Apparel,70.31,1,0.27,70.31,13.03,291
ORD-100757,2023-10-07,Central,Electronics,470.36,5,0.05,2351.8,400.98,312
ORD-101467,2023-10-08,East,Apparel,85.06,3,0.19,255.19,15.93,344
ORD-101158,2023-10-08,South,Office Supplies,28.11,9,0.07,252.99,17.82,28
ORD-101880,2023-10-08,North,Electronics,334.81,11,0.07,3682.92,708.93,104
ORD-101760,2023-10-08,West,Office Supplies,29.23,2,0.26,58.46,2.85,193
ORD-101016,2023-10-08,South,Electronics,364.27,9,0.2,3278.43,344.32,130
ORD-100613,2023-10-09,South,Groceries,28.9,1,0.02,28.9,2.39,128
ORD-100093,2023-10-10,South,Groceries,23.88,5,0.3,119.38,10.77,242
ORD-101384,2023-10-10,North,Apparel,57.49,6,0.14,344.96,27.63,96
ORD-101628,2023-10-11,South,Electronics,378.5,9,0.28,3406.51,20.59,349
ORD-101065,2023-10-11,Central,Apparel,91.63,5,0.18,458.16,29.12,150
ORD-101172,2023-10-13,East,Groceries,24.36,1,0.01,24.36,6.98,166
ORD-100808,2023-10-13,South,Groceries,18.59,3,0.27,55.78,-0.91,280
ORD-101093,2023-10-14,North,Electronics,506.2,6,0.07,3037.18,386.92,339
ORD-101351,2023-10-14,Central,Electronics,604.57,6,0.15,3627.42,364.61,73
ORD-100551,2023-10-15,South,Office Supplies,29.8,9,0.19,268.22,5.18,178
ORD-101773,2023-10-15,North,Furniture,415.19,4,0.16,1660.77,273.53,129
ORD-101920,2023-10-15,Central,Furniture,367.75,8,0.06,2941.97,713.32,50
ORD-101477,2023-10-15,North,Electronics,448.44,2,0.23,896.89,172.33,138
ORD-101282,2023-10-15,South,Office Supplies,38.91,8,0.14,311.26,40.62,230
ORD-101693,2023-10-16,Central,Groceries,31.82,6,0.02,190.91,22.7,171
ORD-101753,2023-10-16,North,Office Supplies,53.48,8,0.01,427.83,92.06,320
ORD-101665,2023-10-17,West,Furniture,360.28,1,0.22,360.28,49.22,20
ORD-101319,2023-10-17,Central,Furniture,336.07,7,0.03,2352.48,257.17,89
ORD-101167,2023-10-18,South,Furniture,306.64,9,0.04,2759.79,814.42,300
ORD-100439,2023-10-18,Central,Office Supplies,32.36,3,0.05,97.07,14.69,276
ORD-101301,2023-10-20,West,Apparel,73.48,10,0.11,734.79,214.02,54
ORD-101955,2023-10-20,South,Electronics,465.32,11,0.14,5118.57,911.17,200
ORD-100956,2023-10-20,East,Groceries,27.06,4,0.2,108.22,25.36,302
ORD-100026,2023-10-21,Central,Electronics,451.99,5,0.12,2259.94,605.0,226
ORD-101846,2023-10-21,North,Electronics,384.83,11,0.25,4233.13,659.38,76
ORD-100941,2023-10-22,East,Electronics,502.21,2,0.04,1004.42,310.14,293
ORD-100584,2023-10-22,East,Groceries,30.04,2,0.25,60.08,3.26,221
ORD-101865,2023-10-23,North,Electronics,426.67,1,0.13,426.67,67.81,189
ORD-101130,2023-10-24,North,Apparel,63.09,11,0.03,693.96,74.36,212
ORD-100163,2023-10-24,North,Apparel,69.34,10,0.07,693.4,122.57,350
ORD-100686,2023-10-24,East,Furniture,224.67,3,0.23,674.0,123.59,247
ORD-101339,2023-10-25,North,Apparel,83.98,6,0.09,503.86,35.41,356
ORD-101687,2023-10-25,West,Office Supplies,52.81,7,0.26,369.65,0.22,89
ORD-101761,2023-10-26,Central,Office Supplies,44.55,4,0.01,178.2,33.35,42
ORD-100143,2023-10-26,West,Electronics,607.77,3,0.1,1823.31,75.36,63
ORD-101874,2023-10-26,North,Office Supplies,34.34,9,0.06,309.06,53.54,141
ORD-100961,2023-10-26,South,Electronics,364.01,6,0.11,2184.08,111.95,344
ORD-100162,2023-10-26,West,Electronics,354.58,3,0.07,1063.74,135.65,108
ORD-101494,2023-10-27,Central,Electronics,582.08,10,0.02,5820.82,1446.38,392
ORD-100372,2023-10-27,South,Groceries,18.03,11,0.06,198.32,10.59,57
ORD-101834,2023-10-27,West,Furniture,294.15,6,0.25,1764.91,8.97,238
ORD-100064,2023-10-27,South,Furniture,403.6,3,0.28,1210.81,98.9,171
ORD-101251,2023-10-28,West,Electronics,379.49,1,0.1,379.49,88.86,233
ORD-100906,2023-10-28,South,Apparel,80.14,2,0.12,160.27,30.97,167
ORD-100959,2023-10-28,East,Furniture,274.86,10,0.19,2748.61,690.7,189
ORD-101718,2023-10-29,North,Office Supplies,45.51,1,0.25,45.51,4.47,74
ORD-100495,2023-10-29,East,Apparel,61.27,3,0.16,183.82,42.4,279
ORD-101887,2023-10-29,Central,Apparel,61.95,6,0.23,371.71,-12.17,331
ORD-101308,2023-10-30,East,Groceries,23.61,6,0.1,141.69,0.46,46
ORD-101484,2023-10-30,West,Groceries,34.55,7,0.22,241.82,5.81,68
ORD-101583,2023-10-30,North,Groceries,20.62,6,0.25,123.7,4.93,60
ORD-101634,2023-10-30,East,Office Supplies,50.19,4,0.19,200.76,20.3,308
ORD-100571,2023-10-31,East,Electronics,320.91,11,0.28,3529.97,227.16,81
ORD-101042,2023-10-31,East,Electronics,560.46,6,0.11,3362.79,728.34,351
ORD-100247,2023-10-31,North,Apparel,58.87,10,0.02,588.71,92.24,379
ORD-101190,2023-10-31,North,Electronics,579.53,11,0.14,6374.86,653.05,300
ORD-101479,2023-11-01,Central,Groceries,23.58,5,0.22,117.92,22.84,286
ORD-100623,2023-11-01,North,Apparel,79.11,4,0.2,316.45,39.06,199
ORD-101078,2023-11-01,South,Electronics,336.63,3,0.01,1009.9,114.48,117
ORD-100424,2023-11-01,South,Electronics,608.73,11,0.1,6696.02,1238.58,25
ORD-101224,2023-11-01,Central,Electronics,475.57,2,0.01,951.14,70.34,385
ORD-100928,2023-11-02,North,Electronics,591.4,7,0.11,4139.78,1092.05,254
ORD-100274,2023-11-02,North,Apparel,67.71,6,0.08,406.27,26.96,167
ORD-100164,2023-11-02,North,Office Supplies,46.17,5,0.11,230.84,6.31,85
ORD-100731,2023-11-02,North,Groceries,33.01,2,0.16,66.02,-1.28,358
ORD-100971,2023-11-02,Central,Electronics,329.74,9,0.12,2967.69,759.26,261
ORD-100463,2023-11-02,South,Electronics,548.08,3,0.25,1644.25,224.44,370
ORD-101184,2023-11-03,East,Groceries,20.97,11,0.23,230.7,-10.43,130
ORD-101373,2023-11-03,South,Electronics,536.7,6,0.29,3220.22,621.58,298
ORD-101677,2023-11-03,West,Electronics,595.89,9,0.21,5362.97,1226.07,200
ORD-101058,2023-11-06,North,Furniture,379.72,10,0.01,3797.19,1237.02,287
ORD-100776,2023-11-06,West,Apparel,83.68,6,0.13,502.1,,294
ORD-100499,2023-11-07,West,Groceries,21.96,7,0.0,153.73,43.25,167
ORD-101332,2023-11-07,West,Electronics,475.4,9,0.11,4278.61,508.81,89
ORD-101840,2023-11-07,West,Groceries,29.79,7,0.18,208.51,48.8,386
ORD-101436,2023-11-08,East,Apparel,73.84,9,0.08,664.55,73.8,124
ORD-100953,2023-11-09,Central,Apparel,51.23,6,0.29,307.4,40.58,261
ORD-101686,2023-11-09,North,Electronics,611.77,6,0.26,3670.63,-74.5,293
ORD-100546,2023-11-10,North,Office Supplies,55.2,10,0.22,552.04,64.12,62
ORD-101495,2023-11-11,East,Furniture,212.57,8,0.05,1700.57,227.86,137
ORD-100794,2023-11-11,Central,Office Supplies,49.61,8,0.17,396.91,3.56,218
ORD-101740,2023-11-11,North,Electronics,503.55,10,0.15,5035.49,749.3,214
ORD-101152,2023-11-11,West,Furniture,285.28,6,0.16,1711.65,66.91,284
ORD-100993,2023-11-11,North,Furniture,400.67,4,0.11,1602.67,78.92,182
ORD-100237,2023-11-12,South,Electronics,348.92,3,0.16,1046.77,24.22,29
ORD-100472,2023-11-12,North,Office Supplies,54.45,11,0.12,598.9,131.88,141
ORD-100434,2023-11-13,North,Electronics,545.48,10,0.23,5454.77,132.64,199
ORD-100004,2023-11-13,East,Electronics,328.82,6,0.23,1972.89,51.57,356
ORD-100632,2023-11-13,East,Office Supplies,39.78,10,0.0,397.81,138.03,67
ORD-101099,2023-11-13,North,Groceries,19.94,1,0.29,19.94,0.69,156
ORD-101443,2023-11-13,East,Groceries,31.72,10,0.09,317.24,6.4,38
ORD-100620,2023-11-13,North,Office Supplies,40.4,3,0.28,121.2,6.77,144
ORD-100406,2023-11-13,Central,Office Supplies,37.93,6,0.06,227.58,57.94,197
ORD-100353,2023-11-14,South,Furniture,346.7,2,0.06,693.4,168.33,176
ORD-100154,2023-11-14,East,Electronics,334.77,5,0.19,1673.85,101.11,109
ORD-100090,2023-11-14,North,Groceries,24.71,11,0.1,271.85,54.41,34
ORD-101923,2023-11-14,West,Groceries,26.4,3,0.01,79.21,21.42,245
ORD-101038,2023-11-15,East,Furniture,256.22,7,0.11,1793.55,288.52,92
ORD-100139,2023-11-15,West,Furniture,386.98,8,0.1,3095.86,43.0,259
ORD-101991,2023-11-16,West,Groceries,22.01,4,0.1,88.04,6.78,152
ORD-100081,2023-11-16,Central,Electronics,498.13,8,0.18,3985.01,110.15,28
ORD-100755,2023-11-16,East,Furniture,337.99,11,0.07,3717.92,575.5,347
ORD-100297,2023-11-17,North,Office Supplies,34.76,9,0.08,312.84,42.92,79
ORD-100003,2023-11-17,North,Apparel,57.17,10,0.01,571.65,32.01,142
ORD-100120,2023-11-17,West,Electronics,511.13,5,0.11,2555.64,43.89,23
ORD-101417,2023-11-17,East,Electronics,378.91,5,0.22,1894.55,175.66,138
ORD-101219,2023-11-18,South,Apparel,70.38,10,0.05,703.82,179.9,339
ORD-100799,2023-11-19,East,Electronics,439.79,9,0.12,3958.08,991.43,237
ORD-100284,2023-11-19,Central,Electronics,377.91,3,0.03,1133.74,107.54,370
ORD-100934,2023-11-20,West,Office Supplies,35.49,1,0.24,35.49,1.66,107
ORD-101292,2023-11-20,East,Electronics,600.96,6,0.21,3605.75,-21.4,253
ORD-100029,2023-11-20,South,Furniture,215.36,3,0.18,646.09,100.23,157
ORD-101728,2023-11-21,South,Office Supplies,49.05,1,0.18,49.05,8.34,51
ORD-100688,2023-11-21,East,Office Supplies,49.54,4,0.01,198.16,37.48,232
ORD-101262,2023-11-21,East,Electronics,332.11,7,0.21,2324.75,251.35,259
ORD-100046,2023-11-22,North,Office Supplies,34.43,11,0.21,378.73,51.47,317
ORD-100922,2023-11-22,East,Furniture,366.84,2,0.0,733.68,194.54,306
ORD-100868,2023-11-22,East,Office Supplies,31.59,10,0.12,315.92,62.71,388
ORD-100185,2023-11-22,West,Electronics,587.84,10,0.28,5878.44,-372.44,117
ORD-100266,2023-11-23,North,Electronics,418.28,11,0.28,4601.11,238.98,34
ORD-101642,2023-11-23,East,Office Supplies,33.77,7,0.27,236.39,8.64,284
ORD-100218,2023-11-23,West,Electronics,407.25,5,0.12,2036.23,15.95,2
ORD-101183,2023-11-24,North,Office Supplies,46.5,10,0.3,464.96,74.11,348
ORD-100882,2023-11-24,South,Apparel,87.48,9,0.19,787.28,145.81,130
ORD-101318,2023-11-24,East,Groceries,26.05,5,0.23,130.26,18.59,158
ORD-101091,2023-11-24,Central,Apparel,54.71,4,0.16,218.83,9.01,303
ORD-101472,2023-11-24,West,Office Supplies,55.77,7,0.01,390.39,22.12,264
ORD-100019,2023-11-25,South,Electronics,452.8,6,0.19,2716.77,468.71,183
ORD-100213,2023-11-25,South,Office Supplies,53.51,8,0.18,428.06,55.44,279
ORD-101056,2023-11-25,Central,Electronics,357.26,8,0.19,2858.11,56.23,296
ORD-101330,2023-11-25,East,Electronics,452.61,7,0.19,3168.24,434.97,285
ORD-101372,2023-11-25,South,Office Supplies,55.25,9,0.21,497.28,-8.13,256
ORD-101889,2023-11-25,North,Groceries,28.49,7,0.27,199.45,-16.26,206
ORD-100030,2023-11-25,East,Apparel,49.37,10,0.18,493.65,65.68,181
ORD-101918,2023-11-26,North,Groceries,22.41,4,0.03,89.62,29.57,299
ORD-100832,2023-11-27,East,Furniture,279.9,5,0.03,1399.51,180.35,220
ORD-101367,2023-11-27,South,Office Supplies,33.76,10,0.24,337.59,57.46,57
ORD-101565,2023-11-28,South,Apparel,82.83,6,0.17,496.96,47.01,234
ORD-101802,2023-11-28,North,Electronics,470.32,8,0.21,3762.54,586.26,6
ORD-100505,2023-11-28,East,Office Supplies,38.15,10,0.08,381.51,90.35,304
ORD-100791,2023-11-28,South,Furniture,355.05,10,0.26,3550.48,,151
ORD-101852,2023-11-28,West,Apparel,83.75,4,0.11,335.01,35.28,355
ORD-101457,2023-11-29,North,Office Supplies,48.27,7,0.05,337.86,13.84,174
ORD-100221,2023-11-29,North,Apparel,76.48,11,0.24,841.3,122.25,182
ORD-101742,2023-11-29,North,Apparel,51.97,11,0.17,571.67,150.31,79
ORD-100536,2023-11-29,West,Electronics,408.83,5,0.03,2044.15,494.63,130
ORD-100870,2023-11-30,South,Furniture,343.79,5,0.16,1718.96,182.91,30
ORD-100204,2023-11-30,North,Groceries,20.48,10,0.09,204.77,44.13,355
ORD-100915,2023-12-01,North,Furniture,334.86,9,0.08,3013.77,902.0,161
ORD-101554,2023-12-01,South,Electronics,365.38,5,0.04,1826.89,440.39,137
ORD-100797,2023-12-01,South,Apparel,93.46,11,0.18,1028.01,53.38,38
ORD-100334,2023-12-02,Central,Furniture,285.14,8,0.06,2281.12,174.78,326
ORD-100113,2023-12-02,Central,Apparel,94.87,10,0.22,948.66,188.02,143
ORD-100904,2023-12-02,East,Furniture,307.62,3,0.28,922.87,-15.14,201
ORD-101519,2023-12-03,North,Electronics,410.75,7,0.04,2875.23,577.69,162
ORD-100646,2023-12-03,South,Furniture,331.89,11,0.21,3650.74,344.55,302
ORD-101212,2023-12-03,Central,Furniture,290.22,8,0.04,2321.74,287.25,230
ORD-100938,2023-12-04,North,Office Supplies,46.36,4,0.13,185.43,18.18,302
ORD-100611,2023-12-04,West,Furniture,359.29,5,0.22,1796.43,-2.99,151
ORD-100072,2023-12-04,South,Apparel,71.18,2,0.07,142.37,15.43,189
ORD-100484,2023-12-04,East,Apparel,92.31,6,0.23,553.85,7.44,39
ORD-100175,2023-12-04,West,Electronics,330.28,3,0.27,990.83,119.9,61
ORD-100230,2023-12-05,North,Furniture,378.05,7,0.07,2646.37,458.56,393
ORD-101953,2023-12-06,Central,Groceries,28.56,10,0.15,285.59,77.87,268
ORD-101247,2023-12-06,East,Electronics,618.51,2,0.11,1237.02,175.9,234
ORD-100053,2023-12-07,North,Apparel,54.89,7,0.21,384.26,26.43,361
ORD-101074,2023-12-07,South,Electronics,570.43,4,0.22,2281.7,517.84,48
ORD-100276,2023-12-07,North,Office Supplies,44.17,3,0.13,132.5,27.59,5
ORD-100709,2023-12-07,South,Apparel,79.19,6,0.11,475.13,94.21,86
ORD-101767,2023-12-08,West,Office Supplies,41.32,8,0.2,330.59,58.31,346
ORD-101498,2023-12-08,West,Groceries,24.05,7,0.29,168.33,,65
ORD-100473,2023-12-08,East,Furniture,253.62,5,0.01,1268.12,374.71,273
ORD-101801,2023-12-08,East,Electronics,524.16,4,0.18,2096.63,173.64,97
ORD-100069,2023-12-09,South,Furniture,315.67,2,0.29,631.33,-39.97,128
ORD-101967,2023-12-09,South,Furniture,246.37,11,0.19,2710.09,118.58,243
ORD-101696,2023-12-09,West,Furniture,282.01,5,0.14,1410.07,281.49,202
ORD-101711,2023-12-09,North,Electronics,584.75,9,0.12,5262.75,33.19,252
ORD-101101,2023-12-09,North,Apparel,58.69,10,0.16,586.91,-0.98,214
ORD-100366,2023-12-09,North,Apparel,69.96,5,0.04,349.82,93.63,3
ORD-101430,2023-12-10,West,Furniture,296.34,9,0.15,2667.08,39.11,323
ORD-100123,2023-12-10,North,Office Supplies,43.52,1,0.06,43.52,2.52,295
ORD-100108,2023-12-11,Central,Electronics,475.65,1,0.18,475.65,103.78,375
ORD-101788,2023-12-12,Central,Electronics,553.85,10,0.06,5538.51,1394.93,80
ORD-100289,2023-12-12,East,Furniture,337.77,10,0.07,3377.75,178.13,155
ORD-100943,2023-12-13,North,Office Supplies,50.85,9,0.23,457.66,32.67,87
ORD-100973,2023-12-13,South,Electronics,628.55,3,0.02,1885.66,301.76,72
ORD-100075,2023-12-14,South,Groceries,21.41,9,0.15,192.67,38.28,213
ORD-101540,2023-12-14,East,Electronics,596.08,5,0.3,2980.38,454.93,223
ORD-101419,2023-12-14,Central,Office Supplies,47.35,8,0.29,378.76,71.06,102
ORD-100518,2023-12-14,North,Office Supplies,32.08,4,0.17,128.31,,276
ORD-100708,2023-12-14,Central,Furniture,222.1,2,0.01,444.2,106.02,155
ORD-101201,2023-12-15,Central,Apparel,73.42,11,0.29,807.6,-47.62,295
ORD-101794,2023-12-15,West,Furniture,342.68,3,0.06,1028.03,226.94,41
ORD-100621,2023-12-15,East,Electronics,413.21,5,0.18,2066.04,190.52,365
ORD-100972,2023-12-15,West,Office Supplies,42.99,5,0.25,214.96,42.75,338
ORD-100767,2023-12-16,North,Furniture,339.42,1,0.3,339.42,9.8,129
ORD-100784,2023-12-16,North,Office Supplies,34.82,2,0.22,69.64,16.49,123
ORD-101798,2023-12-16,West,Apparel,76.23,10,0.02,762.3,68.58,164
ORD-101507,2023-12-17,Central,Electronics,329.69,10,0.06,3296.94,69.54,60
ORD-101100,2023-12-17,West,Electronics,489.15,4,0.09,1956.61,514.06,147
ORD-101807,2023-12-18,West,Office Supplies,54.6,8,0.02,436.81,85.41,381
ORD-100643,2023-12-18,North,Electronics,433.3,1,0.1,433.3,127.01,166
ORD-101931,2023-12-18,North,Office Supplies,48.25,9,0.2,434.21,55.93,293
ORD-101145,2023-12-19,Central,Electronics,519.8,1,0.22,519.8,75.3,251
ORD-100275,2023-12-19,South,Apparel,86.07,3,0.11,258.2,9.12,300
ORD-101516,2023-12-19,North,Furniture,363.65,4,0.27,1454.58,306.65,209
ORD-100281,2023-12-22,South,Electronics,410.34,5,0.18,2051.69,437.53,154
ORD-101030,2023-12-22,North,Office Supplies,38.32,9,0.1,344.89,39.09,193
ORD-100728,2023-12-23,North,Apparel,93.41,5,0.04,467.05,122.88,242
ORD-100443,2023-12-23,North,Furniture,365.14,3,0.12,1095.42,192.4,206
ORD-101491,2023-12-24,South,Groceries,29.13,7,0.28,203.94,-16.72,32
ORD-101115,2023-12-24,Central,Electronics,555.24,4,0.25,2220.97,165.37,121
ORD-101243,2023-12-24,South,Office Supplies,50.17,9,0.08,451.51,91.89,311
ORD-100650,2023-12-24,South,Electronics,593.27,6,0.1,3559.59,774.03,398
ORD-101917,2023-12-25,Central,Apparel,81.02,2,0.12,162.04,30.83,387
ORD-100283,2023-12-25,East,Electronics,434.19,8,0.15,3473.51,908.78,257
ORD-101476,2023-12-25,North,Office Supplies,50.13,3,0.16,150.39,2.39,165
ORD-100717,2023-12-26,East,Apparel,97.84,4,0.02,391.36,105.65,368
ORD-100234,2023-12-26,North,Electronics,539.43,5,0.27,2697.16,403.05,131
ORD-100562,2023-12-26,Central,Groceries,19.27,1,0.26,19.27,3.14,343
ORD-101548,2023-12-27,South,Apparel,84.36,4,0.16,337.44,17.86,107
ORD-100251,2023-12-27,North,Office Supplies,29.74,11,0.04,327.14,106.21,327
ORD-101119,2023-12-27,North,Office Supplies,28.01,10,0.26,280.12,33.8,103
ORD-101017,2023-12-27,North,Office Supplies,51.05,7,0.12,357.37,39.69,341
ORD-101518,2023-12-28,East,Apparel,59.32,5,0.09,296.6,21.96,246
ORD-100202,2023-12-28,West,Groceries,20.48,9,0.08,184.31,25.14,388
ORD-101352,2023-12-28,North,Apparel,86.4,3,0.1,259.19,3.14,165
ORD-101813,2023-12-28,North,Groceries,19.35,7,0.02,135.46,45.97,306
ORD-100184,2023-12-28,North,Electronics,332.1,6,0.12,1992.61,6.74,242
ORD-101355,2023-12-29,West,Apparel,73.49,11,0.09,808.44,42.24,262
ORD-100054,2023-12-30,South,Office Supplies,50.87,1,0.28,50.87,8.23,88
